CFF_reference,Critical_appraisal_keep,Critical_appraisal,Class,Spname_common,Spname_raw,Species_phylo,Spname_accepted,habitat,forage_light_level,mode_of_life,mode-of_life_ref,body_mass_us,body_mass_ref,Method_raw,Method,CFF_value_type,CFF,CFF_max_from_Lafitte_2022,Comments_from_Lafitte_2022,,
"McComb, D. Michelle; Frank, Tamara M.; Hueter, Robert E.; Kajiura, Stephen M. 2010 Temporal Resolution and Spectral Sensitivity of the Visual System of Three Coastal Shark Species from Different Light Environments Temporal Resolution and Spectral Sensitivity of the Visual System of Three Coastal Shark Species from Different Light Environments McComb, D. Michelle; Frank, Tamara M.; Hueter, Robert E.; Kajiura, Stephen M.",y,M,Elasmobranchii,Bonnethead,Sphyrna tiburo,Sphyrna_tiburo,"Sphyrna tiburoÊLinnaeus, 1758",demersal,high,ballistic,feeds_on_finfish_but_also_benthic_food_from_fishbase,1824.59,fisebase_80cm common length,ERG,Electrophysiology,mean,31,33.9,"mean; photopic for CFF (max irradiance); and scotopic (25,6 ± 2,30 Hz)",,
"Kalinoski, Mieka; Hirons, Amy; Horodysky, Andrij; Brill, Richard 2014 Spectral sensitivity, luminous sensitivity, and temporal resolution of the visual systems in three sympatric temperate coastal shark species Spectral sensitivity, luminous sensitivity, and temporal resolution of the visual systems in three sympatric temperate coastal shark species Kalinoski, Mieka; Hirons, Amy; Horodysky, Andrij; Brill, Richard",y,L,Elasmobranchii,Spiny dogfish,Squalus acanthias,Squalus_acanthias,"Squalus acanthiasÊLinnaeus, 1758",demersal,low,forage,based_on_annelid_and_other_slow_moving_species_in_diet_fishbase,4237.97,fisebase_100cm common length,ERG,Electrophysiology,mean,20,20.9,"mean, maximum luminance; ""bottom dweller""",,
"Bobkova, MV; Tartakovskaya, OS; Borissenko, SL; Zhukov, VV; Meyer-Rochow, VB 2004 Restoration of morphological and functional integrity in the regenerating eye of the giant African land snail Achatina fulica Restoration of morphological and functional integrity in the regenerating eye of the giant African land snail Achatina fulica Bobkova, MV; Tartakovskaya, OS; Borissenko, SL; Zhukov, VV; Meyer-Rochow, VB",y,M,Gastropoda,Giant African Snail,Achatina fulica,Achatina_fulica,"Lissachatina fulicaÊBowdich, 1822",terrestrial,low,forage,"Herbivorous feeding behavior as described in Silva, G.M.D., Thiengo, S.C., Menezes, A.N., Melo, C.M.D. and Jeraldo, V.D.L.S., 2022. Relative condition factor and predictive model for the presence of the invasive snail Achatina (Lissachatina) fulica in Sergipe, Northeast Brazil. Biota Neotropica, 22(2), p.e20211323.",62.075,"mean from  Silva, G.M.D., Thiengo, S.C., Menezes, A.N., Melo, C.M.D. and Jeraldo, V.D.L.S., 2022. Relative condition factor and predictive model for the presence of the invasive snail Achatina (Lissachatina) fulica in Sergipe, Northeast Brazil. Biota Neotropica, 22(2), p.e20211323.",ERG,Electrophysiology,mean,0.57,0.7,"""electrical response fused at""; variation: N = 9",,
"Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P. 2020 Evolutionary constraints on flicker fusion frequency in Lepidoptera Evolutionary constraints on flicker fusion frequency in Lepidoptera Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P.",y,E,Insecta,Acherontia styx,Acherontia styx,Acherontia_styx_medusa,"Acherontia styxÊWestwood, 1844",volant,low,forage,"Powell, J.A., 2009. Lepidoptera: moths, butterflies. In Encyclopedia of insects (pp. 559-587). Academic Press.",1,Mean for Sphingidae taken from Byrne et al. 1988,ERG,Electrophysiology,NA,106.5,106.5,individual values ; no illuminance trial,,
"Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P. 2020 Evolutionary constraints on flicker fusion frequency in Lepidoptera Evolutionary constraints on flicker fusion frequency in Lepidoptera Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P.",y,M,Insecta,Tawny Coster,Acraea terpsichore,Acraea_terpsichore,"Acraea terpsichoreÊLinnaeus, 1758",volant,high,forage,"Powell, J.A., 2009. Lepidoptera: moths, butterflies. In Encyclopedia of insects (pp. 559-587). Academic Press.",0.055,"Bhaumik, Vaishali, and Krushnamegh Kunte. 2018. “Female Butterflies Modulate Investment in Reproduction and Flight in Response to Monsoon-Driven Migrations.” Oikos 127(2): 285–96.",ERG,Electrophysiology,mean,169,183,mean and SE from AL;  155-183 Hz range of individual values ; no illuminance trial,,
"Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P. 2020 Evolutionary constraints on flicker fusion frequency in Lepidoptera Evolutionary constraints on flicker fusion frequency in Lepidoptera Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P.",y,E,Insecta,Convolvus hawkmoth,Agrius convolvuli,Agrius_convolvuli,"Agrius convolvuliÊLinnaeus, 1758",volant,low,forage,"Powell, J.A., 2009. Lepidoptera: moths, butterflies. In Encyclopedia of insects (pp. 559-587). Academic Press.",1,Mean for Sphingidae taken from Byrne et al. 1988,ERG,Electrophysiology,NA,174.8,174.8,individual values ; no illuminance trial,,
"Inger, R., Bennie, J., Davies, T. and Gaston, K., 2014. Potential Biological and Ecological Effects of Flickering Artificial Light. PLoS ONE, 9(5), p.e98631.",y,Not_appraised,Insecta,dragonfly,Anisoptera,Sympetrum_flaveolum,,volant,high,pursuit,"Frantsevich, L.I. and Mokrushov, P.A., 1984. Visual stimuli releasing attack of a territorial male in Sympetrum (Anisoptera: Libellulidae). Odonatologica, 13(3), pp.335-350.",0.5,Mean of 29 spp taken from May 1981,ERG,Electrophysiology,,300,300,,,
"Miall, RC 1978 The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ÔrippleÕ The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ÔrippleÕ Miall, RC",y,M,Insecta,Silk Moth,Antheraea pernyi,Antheraea_pernyi,"Antheraea pernyiÊGuerin-Meneville, 1855",volant,low,forage,based_off_diet,0.9,Mean for Saturnidae taken from Byrne et al. 1988,ERG,Electrophysiology,mean,42.5,70,25-70 Hz range of values (not enough values for mean for authors ; mean value = 42.5 Hz ; 90 min dark-adapted,,
"LEHRER, M; WUNDERLI, M; SRINIVASAN, MV 1993 PERCEPTION OF HETEROCHROMATIC FLICKER BY HONEYBEES - A BEHAVIORAL-STUDY PERCEPTION OF HETEROCHROMATIC FLICKER BY HONEYBEES - A BEHAVIORAL-STUDY LEHRER, M; WUNDERLI, M; SRINIVASAN, MV",n,H,Insecta,European hohey bee,Apis mellifera,Apis_mellifera_mellifera,"Apis melliferaÊLinnaeus, 1758",volant,high,forage,Based_on_diet,0.06,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",Behavioural,Behavioural,minimum,30,30,still preference for flicker over steady at 30 Hz for blue UV light source ; >20 Hz for green blue ; > 10 Hz for green-UV,,
"Srinivasan, MV; Lehrer, M 1984 Temporal acuity of honeybee vision: behavioural studies using moving stimul Temporal acuity of honeybee vision: behavioural studies using moving stimul Srinivasan, MV; Lehrer, M",y,M,Insecta,Local subspecies of Domestic European hohey bees ,Apis mellifera,Apis_mellifera_mellifera,"Apis melliferaÊLinnaeus, 1758",volant,high,forage,"De la Rua, P., Paxton, R.J., Moritz, R.F.A., Roberts, S., Allen, D.J., Pinto, M.A., Cauia, E., Fontana, P., Kryger, P., Bouga, M., Buechler, R., Costa, C., Crailsheim, K., Meixner, M., Siceanu, A. & Kemp, J.R. (2014). Apis mellifera. IUCN Red List of Threatened Species. 2014",0.06,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",Behavioural,Behavioural,Unknown,200,200,higher frequency with a 50% correct choice rate,,
"Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P. 2020 Evolutionary constraints on flicker fusion frequency in Lepidoptera Evolutionary constraints on flicker fusion frequency in Lepidoptera Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P.",y,E,Insecta,Angled castor,Ariadne ariadne,Ariadne_ariadne_ariadne,"Ariadne ariadneÊLinnaeus, 1763",volant,high,forage,"Powell, J.A., 2009. Lepidoptera: moths, butterflies. In Encyclopedia of insects (pp. 559-587). Academic Press.",0.2,Mean for Nymphalidae taken from Byrne et al. 1988,ERG,Electrophysiology,NA,205,205,individual values ; no illuminance trial,,
"de Souza, J. M., & Ventura, D. F. (1989). Comparative study of temporal summation and response form in hymenopteran photoreceptors. Journal of Comparative Physiology A, 165(2), 237–245. https://doi.org/10.1007/BF00619198",n,,Insecta,Leaf-cutting ant,Atta sexdens rubropilosa,Atta_sexdens_rubropilosa,,terrestrial,low,forage,"Silva, Aline et al. 2003. “Survival of Atta Sexdens Workers on Different Food Sources.” Journal of Insect Physiology 49(4): 307–13.",10,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",ERG,Electrophysiology,,22.3,,,,
"de Souza, J. M., & Ventura, D. F. (1989). Comparative study of temporal summation and response form in hymenopteran photoreceptors. Journal of Comparative Physiology A, 165(2), 237–245. https://doi.org/10.1007/BF00619198",n,,Insecta,Bumblebee,Bombus morio,Bombus_morio,,volant,high,forage,"Camillo, Evandro, and Carlos Alberto Garófalo. 1989. “Analysis of the Niche of Two Sympatric Species of Bombus (Hymenoptera, Apidae) in Southeastern Brazil.” Journal of Tropical Ecology 5(1): 81–92.",0.6,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",ERG,Electrophysiology,,69.4,,,,
Autrum H (1950) Die Belichtungspotentiale und das Salen der Insekten. Z. Vergleich. Physiol. 32: 176–227,y,,Insecta,Blowfly,Calliphoridae,Calliphora_collini,,volant,high,forage,"Pereira De Sousa, José Roberto, Fernando Da Silva Carvalho-Filho, Leandro Juen, and Maria Cristina Esposito. 2016. “Evaluating the Effects of Different Vegetation Types on Necrophagous Fly Communities (Diptera: Calliphoridae; Sarcophagidae): Implications for Conservation.” PLoS ONE 11(10): 1–23.",0.04,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",ERG,Electrophysiology,,240,,,,
"de Souza, J. M., & Ventura, D. F. (1989). Comparative study of temporal summation and response form in hymenopteran photoreceptors. Journal of Comparative Physiology A, 165(2), 237–245. https://doi.org/10.1007/BF00619198",n,,Insecta,Ant,Camponotus rufipes,Camponotus_rufipes,,terrestrial,low,forage,"Schilman, Pablo E., and Flavio Roces. 2005. “Energetics of Locomotion and Load Carriage in the Nectar Feeding Ant, Camponotus Rufipes.” Physiological Entomology 30(4): 332–37.",0.015,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",ERG,Electrophysiology,,23.5,,,,
Autrum H (1950) Die Belichtungspotentiale und das Salen der Insekten. Z. Vergleich. Physiol. 32: 176–227,y,,Insecta,Stick insect,Carausius morosus,Carausius_morosus,,terrestrial,high,forage,"Weidler, D. J., and F. P.J. Diecke. 1969. “The Role of Cations in Conduction in the Central Nervous System of the Herbivorous Insect Carausius Morosus.” Zeitschrift für Vergleichende Physiologie 64(4): 372–99.",1,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",ERG,Electrophysiology,,40,,,,
"Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P. 2020 Evolutionary constraints on flicker fusion frequency in Lepidoptera Evolutionary constraints on flicker fusion frequency in Lepidoptera Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P.",y,M,Insecta,Common emigrant,Catopsilia pomona,Catopsilia_pomona_pomona,"Catopsilia pomonaÊFabricius, 1775",volant,high,forage,"Powell, J.A., 2009. Lepidoptera: moths, butterflies. In Encyclopedia of insects (pp. 559-587). Academic Press.",0.1,Mean for Pieridae taken from Byrne et al. 1988,ERG,Electrophysiology,mean,154.5,180,mean and SE from AL;  129-180 Hz range of individual values ; no illuminance trial,,
"Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P. 2020 Evolutionary constraints on flicker fusion frequency in Lepidoptera Evolutionary constraints on flicker fusion frequency in Lepidoptera Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P.",y,M,Insecta,Mottled Emigrant,Catopsilia pyranthe,Catopsilia_pyranthe_pyranthe,"Catopsilia pyrantheÊLinnaeus, 1758",volant,high,forage,"Powell, J.A., 2009. Lepidoptera: moths, butterflies. In Encyclopedia of insects (pp. 559-587). Academic Press.",0.1,Mean for Pieridae taken from Byrne et al. 1988,ERG,Electrophysiology,mean,181.5,194,mean and SE from AL;  159-194 Hz range of individual values ; no illuminance trial,,
"Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P. 2020 Evolutionary constraints on flicker fusion frequency in Lepidoptera Evolutionary constraints on flicker fusion frequency in Lepidoptera Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P.",y,E,Insecta,coffee bee hawkmoth,Cephonodes hylas,Cephonodes_hylas_virescens,"Cephonodes hylasÊLinnaeus, 1771",volant,low,forage,"Powell, J.A., 2009. Lepidoptera: moths, butterflies. In Encyclopedia of insects (pp. 559-587). Academic Press.",1,Mean for Sphingidae taken from Byrne et al. 1988,ERG,Electrophysiology,NA,105,105,individual values ; no illuminance trial,,
"Stowasser, A., Mohr, S., Buschbeck, E. and Vilinsky, I., 2015. Electrophysiology meets ecology: investigating how vision is tuned to the life style of an animal using electroretinography. Journal of Undergraduate Neuroscience Education, 13(3), p.A234.",y,Not_appraised,Insecta,margined soldier beetle,Chauliognathus marginatus,Chauliognathus_marginatus,,terrestrial,high,forage,"Riley, C.V., 1892. Some notes on the margined soldier-beetle (Chauliognathus marginatus). The Canadian Entomologist, 24(8), pp.186-187.",0.02,"Oertli, J. J. 1989. “Relationship of Wing Beat Frequency and Temperature During Take-Off Flight in Temperate-Zone Beetles.” Journal of Experimental Biology 145(1): 321–38.",ERG,Electrophysiology,,45,45,,,
"MIZUTANI, A; TOH, Y 1995 OPTICAL AND PHYSIOLOGICAL-PROPERTIES OF THE LARVAL VISUAL-SYSTEM OF THE TIGER BEETLE, CICINDELA-CHINENSIS OPTICAL AND PHYSIOLOGICAL-PROPERTIES OF THE LARVAL VISUAL-SYSTEM OF THE TIGER BEETLE, CICINDELA-CHINENSIS MIZUTANI, A; TOH, Y",y,M,Insecta,Tiger European hohey beetle,Cicindela chinensis,Cicindela_chinensis,"Cicindela chinensisÊDeGeer, 1774",terrestrial,high,ballistic,"Toh, Y. and Okamura, J.Y., 2001. Behavioural responses of the tiger beetle larva to moving objects: role of binocular and monocular vision. Journal of Experimental Biology, 204(4), pp.615-625.",0.245,"Hori, M. (1982). Studies on the biology and population dynamics of the tiger beetle Cicindela japonica (Thunberg).",ERG,Electrophysiology,mean,45,45,mean for 2 large stemmata,,check as this might be just for larva species
"Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P. 2020 Evolutionary constraints on flicker fusion frequency in Lepidoptera Evolutionary constraints on flicker fusion frequency in Lepidoptera Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P.",y,M,Insecta,African monarch,Danaus chrysippus,Danaus_chrysippus_chrysippus,"Danaus chrysippusÊLinnaeus, 1758",volant,high,forage,"Powell, J.A., 2009. Lepidoptera: moths, butterflies. In Encyclopedia of insects (pp. 559-587). Academic Press.",0.2,Mean for Nymphalidae taken from Byrne et al. 1988,ERG,Electrophysiology,mean,187.5,211,mean and SE from AL;  164-211 Hz range of individual values ; no illuminance trial,,
"Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P. 2020 Evolutionary constraints on flicker fusion frequency in Lepidoptera Evolutionary constraints on flicker fusion frequency in Lepidoptera Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P.",y,M,Insecta,Army green moth,Daphnis nerii,Daphnis_nerii,"Daphnis neriiÊLinnaeus, 1758",volant,low,forage,"Powell, J.A., 2009. Lepidoptera: moths, butterflies. In Encyclopedia of insects (pp. 559-587). Academic Press.",1,Mean for Sphingidae taken from Byrne et al. 1988,ERG,Electrophysiology,mean,113.3,116,mean and SE from AL;  110-116 Hz range of individual values ; no illuminance trial,,
"Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P. 2020 Evolutionary constraints on flicker fusion frequency in Lepidoptera Evolutionary constraints on flicker fusion frequency in Lepidoptera Chatterjee, Payel; Mohan, Umesh; Krishnan, Anand; Sane, Sanjay P.",y,E,Insecta,common Jezebel,Delias eucharis,Delias_eucharis,"Delias eucharisÊDrury, 1773",volant,high,forage,"Powell, J.A., 2009. Lepidoptera: moths, butterflies. In Encyclopedia of insects (pp. 559-587). Academic Press.",0.1,Mean for Pieridae taken from Byrne et al. 1988,ERG,Electrophysiology,NA,140.4,140.4,individual values ; no illuminance trial,,
"Miall, RC 1978 The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ÔrippleÕ The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ÔrippleÕ Miall, RC",y,M,Insecta,Fruit Fly,Drosophila hydei,Drosophila_hydei,"Drosophila hydeiÊSturtevant, 1921",volant,high,forage,based_off_diet,0.002,"Rospars, J. P., & Meyer-Vernet, N. (2021). How fast do mobile organisms respond to stimuli? Response times from bacteria to elephants and whales. Physical Biology, 18(2). https://doi.org/10.1088/1478-3975/abcd88",ERG,Electrophysiology,mean,81.9,100,60-100 Hz range of values (not enough values for mean for authors ; mean value = 81.9 Hz) ; 90 min dark-adapted,,
